,TITLE,SEASON,REVIEW_RANK,IMAGE,GAIYOU
58,覆面系ノイズ（TVアニメ動画）,2017年春アニメ,3.3,https://img.anikore.jp/images/anime/6/6/2/10662/10662.jpg?width=122&height=122&type=crop,"歌が大好きな少女 ニノは、幼馴染で初恋の相手 モモと、作曲が得意な少年 ユズ、それぞれと幼いころに離れ離れになってしまう。
「いつの日か、歌声を目印にニノを見つけ出す……」
二人と交わした約... ▼もっと読む"
59,メルヘン・メドヘン（TVアニメ動画）,2018年冬アニメ,3.1,https://img.anikore.jp/images/anime/4/0/7/11407/11407.jpg?width=122&height=122&type=crop,"「きみのためだけの、
物語を。」

物語が叶える、少女たちの願い。
世界に散らばった物語の原書。

少女たちは「原書」（＝メルヘン）と出逢い、
選ばれ、魔法を得てやがて「原書使い」... ▼もっと読む"
60,僕のヒーローアカデミア（第3期）（TVアニメ動画）,2018年春アニメ,3.5,https://img.anikore.jp/images/anime/4/9/5/11495/11495.jpg?width=122&height=122&type=crop,超常能力“個性”を持つ人間が当たり前の世界。No.1ヒーローのオールマイトと出会った“無個性”の少年・緑谷出久、通称「デク」は、その内に秘めるヒーローの資質を見出され、オールマイトから“個性”ワ... ▼もっと読む
61,サンリオ男子（TVアニメ動画）,2018年冬アニメ,3.0,https://img.anikore.jp/images/anime/0/6/5/11065/11065.jpg?width=122&height=122&type=crop,"――それは、思い出と共にしまいこんだぬいぐるみ。

長谷川康太はごく普通の男子高校生。夢もなく、なんとなしに日々を過ごしていた。
ひょんなことから同じ高校に通う水野祐がマイメロディを好きだ... ▼もっと読む"
62,凪のあすから（TVアニメ動画）,2013年秋アニメ,4.2,https://img.anikore.jp/images/anime/9/1/9/3919/3919.jpg?width=122&height=122&type=crop,海と地上、そのどちらにも人が暮らす世界。中学が廃校になり、幼なじみと共に地上の学校へ通うことになった海村の少年・先島光が転校初日目撃したのは、大切に守ってきた少女まなかが、地上の少年と特別な出会... ▼もっと読む
63,交響詩篇エウレカセブン（TVアニメ動画）,2005年春アニメ,4.1,https://img.anikore.jp/41183Q2S7CL.jpg._AA240_.jpg?width=122&height=122&type=crop&category=amazon,トラパーと呼ばれる粒子が大気中に含まれるある惑星。そこに空中を滑空するスポーツ「リフ」に夢中な14歳の少年、レントン。軍人になるか、家業のジャンク屋を継ぐか・・・ある意味見通しのいい人生にうんざ... ▼もっと読む
64,涼宮ハルヒの憂鬱 第2期（TVアニメ動画）,2009年春アニメ,3.9,https://img.anikore.jp/51YXROh1jIL.jpg._AA240_.jpg?width=122&height=122&type=crop&category=amazon,"「ただの人間には興味ありません。この中に宇宙人、未来人、異世界人、超能力者がいたら、あたしのところに来なさい。以上」
入学式後の自己紹介で、このぶっ飛んだ発言をした県立北高校の1年生「涼宮ハル... ▼もっと読む"
65,ハイスクールD×D（TVアニメ動画）,2012年冬アニメ,3.8,https://img.anikore.jp/images/anime/4/5/9/3459/3459.jpg?width=122&height=122&type=crop,"兵藤一誠は女生徒が極端に多い私立駒王学園に通う高校２年生。この学園に通う目的はただ１つ、この学園でハーレムを作る！
だけどハーレムどころか変態呼ばわりされ、当初の目的は壮大な妄想となっていた... ▼もっと読む"
66,やはり俺の青春ラブコメはまちがっている。続（TVアニメ動画）,2015年春アニメ,4.0,https://img.anikore.jp/images/anime/3/9/3/8393/8393.jpg?width=122&height=122&type=crop,"青春は残酷だ!?　ひねくれ男の妄言ラブコメ

孤独に負けず。

友達もなく、彼女もなく。青春を謳歌するクラスメイトを見れば「あいつらは嘘つきだ。欺瞞だ。爆発しろ」とつぶやき、将来の夢は... ▼もっと読む"
67,一週間フレンズ。（TVアニメ動画）,2014年春アニメ,3.9,https://img.anikore.jp/images/anime/8/5/4/7854/7854.jpg?width=122&height=122&type=crop,「私…トモダチの記憶、一週間で消えちゃうの──。」高校二年生の長谷祐樹は、人と一切関わろうとせずにいつも一人ぼっちでいたクラスメイト・藤宮香織の存在が気になり、彼女と友達になりたいと願う。しかし... ▼もっと読む
